id	abundance	counts	length	biotype	type	zScore	pValue	call
FBgn0000003	35.5155222738878	54	120.004	ncRNA	genic	5.08525866641632	3.99639611736177e-08	present
FBgn0000008	1.07322488413457	61	4486	protein_coding	genic	1.62229666280671	0.0114016062637724	present
FBgn0000014	7.20224228388652	357.0002	3912.19866445138	protein_coding	genic	3.5062533410784	4.94711621974997e-05	present
FBgn0000015	0.202871171092792	12.00001	4668.54382257402	protein_coding	genic	-0.0262560252638722	0.111136640172717	absent
FBgn0000017	10.007575200749	794.73674	6267.79229729324	protein_coding	genic	3.83178808297054	1.38482041724238e-05	present
FBgn0000018	18.4730855385074	378	1615	protein_coding	genic	4.43839337442729	9.86597071496677e-07	present
FBgn0000022	0	0	738	protein_coding	genic	NA	1	absent
FBgn0000024	0.651328254743682	34.99998	4241.19309690772	protein_coding	genic	1.12807602148693	0.0282251480602972	present
FBgn0000028	10.7915332851715	368.999582938112	2698.75145037852	protein_coding	genic	3.90642516831161	1.01967604843793e-05	present
FBgn0000032	37.3398514064737	827	1748.04694708542	protein_coding	genic	5.1348329940842	3.07404786580845e-08	present
FBgn0000036	0.779087468164793	41.99994	4254.8339840196	protein_coding	genic	1.30532517506733	0.0208767212812976	present
FBgn0000037	0.364904811069146	23.999956854	5191.00012892466	protein_coding	genic	0.554715324486935	0.0630376088297606	absent
FBgn0000038	2.80272121983054	81	2281	protein_coding	genic	2.57225294104943	0.00109987502548576	present
FBgn0000039	0	0	2174	protein_coding	genic	NA	1	absent
FBgn0000042	452.331336592355	9699.6412	1692.4629169702	protein_coding	genic	7.60328587757449	3.14273715377174e-15	present
FBgn0000043	491.173982419252	9005	1447	protein_coding	genic	7.68481242276571	1.66791274834224e-15	present
FBgn0000044	16.9146365310611	331.109	1545	protein_coding	genic	4.35117635270426	1.4740150691563e-06	present
FBgn0000045	1.15728040089141	21.00002	1432.19211442593	protein_coding	genic	1.69691722030811	0.00976576275743876	present
FBgn0000046	459.872599769735	8493.2543	1457.66176287324	protein_coding	genic	7.61964825932007	2.76895835761826e-15	present
FBgn0000047	0	0	1416	protein_coding	genic	NA	1	absent
FBgn0000052	9.83942705625323	511.9996	4106.95533053229	protein_coding	genic	3.81501939339957	1.48232249389733e-05	present
FBgn0000053	4.26955033728051	191.9997	3549.26625482151	protein_coding	genic	2.9888010837951	0.000304879020757293	present
FBgn0000055	6.03557047869077	70.1417604281	917.230534834008	protein_coding	genic	3.33136728446803	9.40742750437288e-05	present
FBgn0000056	0.0771515459575138	1.8582604281	1900.99998670732	protein_coding	genic	-0.98301585978315	0.182269260502989	absent
FBgn0000057	49.3383937658363	1312	2098.79004874298	protein_coding	genic	5.41058127253816	6.8384164048691e-09	present
FBgn0000061	0.0485101497297416	1	1627	protein_coding	genic	-1.44219621284049	0.201466376927758	absent
FBgn0000063	16.0382230345624	393	1934	protein_coding	genic	4.2985252183533	1.87165953953903e-06	present
FBgn0000064	496.532810365961	9911.9982	1575.55450215219	protein_coding	genic	7.69555280356984	1.53361016229603e-15	present
FBgn0000071	0.761721367530877	13.00000647607	1347.00000787698	protein_coding	genic	1.28301490856981	0.0217154283348704	present
FBgn0000075	3.47411467224461	71	1613	protein_coding	genic	2.78477182861744	0.000583093886517838	present
FBgn0000077	0.841265587419374	12	1125.81826415697	protein_coding	genic	1.38131115350161	0.018198979727079	present
FBgn0000078	7.75941716987718	140.292	1427	protein_coding	genic	3.57999306340285	3.74034345908207e-05	present
FBgn0000079	19.1578572104886	344.7083	1420.11978054021	protein_coding	genic	4.47441250238519	8.34076476169917e-07	present
FBgn0000083	43.5118534905871	631.0252216075	1144.61465632126	protein_coding	genic	5.28621691678639	1.35931007058834e-08	present
FBgn0000084	53.9770316984535	728.683	1065.49105361854	protein_coding	genic	5.49950502693581	4.14589379705932e-09	present
FBgn0000092	0.0946355079260066	1	834	protein_coding	genic	-0.780875620945162	0.170373862280737	absent
FBgn0000094	0.847725199969168	1	93.1033	protein_coding	genic	1.38888093051911	0.0179470478141504	present
FBgn0000097	2.83842135888815	147.389	4098.34367388064	protein_coding	genic	2.58477986952709	0.00106071005661188	present
FBgn0000100	193.108983740113	2713.004	1108.83805860086	protein_coding	genic	6.76096335513951	1.49217352255107e-12	present
FBgn0000108	0.291444997165074	18.99997	5145.36844139316	protein_coding	genic	0.332264651729491	0.0805199567988457	absent
FBgn0000109	10.8555194998927	92	668.894128209935	protein_coding	genic	3.91227482501707	9.9528287266409e-06	present
FBgn0000114	508.470391899842	20937.03595	3249.89775348477	protein_coding	genic	7.71906021890757	1.27569438049394e-15	present
FBgn0000115	36.2321173591096	314	684	protein_coding	genic	5.10503052298831	3.60033010340188e-08	present
FBgn0000116	189.377542980976	4384.00100036657	1827.10007309164	protein_coding	genic	6.74165406457091	1.7046218064857e-12	present
FBgn0000117	35.5520232150401	1326.0002	2943.73991599366	protein_coding	genic	5.08627911842886	3.9749640517835e-08	present
FBgn0000119	8.99310950632213	666	5845	protein_coding	genic	3.72601391851427	2.11760244364709e-05	present
FBgn0000120	16.0376235123334	239.9996	1181.11088475777	protein_coding	genic	4.29848589002315	1.8719916155833e-06	present
FBgn0000121	0	0	1368	protein_coding	genic	NA	1	absent
FBgn0000137	0	0	2251	protein_coding	genic	NA	1	absent
FBgn0000139	18.2859542036581	372.9996	1609.94450594999	protein_coding	genic	4.42832313854632	1.03379377736935e-06	present
FBgn0000140	19.6450038747482	1533	6159	protein_coding	genic	4.49926555044286	7.42277204945641e-07	present
FBgn0000146	17.837398389627	598	2646	protein_coding	genic	4.4037407262988	1.15823355344111e-06	present
FBgn0000147	81.4100941531027	1442	1398	protein_coding	genic	5.9061778958387	3.81145445615815e-10	present
FBgn0000150	260.910792336345	1497	452.84536264905	protein_coding	genic	7.05876212330256	1.82870504351433e-13	present
FBgn0000152	1.32504457014827	40.2251	2396	protein_coding	genic	1.83088938343317	0.0073061235971219	present
FBgn0000153	0.484208672455765	12	1956	protein_coding	genic	0.834655766625195	0.043968373171384	present
FBgn0000157	0.277629210611458	8	2274.28557496413	protein_coding	genic	0.284202748561488	0.0845003556417939	absent
FBgn0000158	3.93066734448528	88	1767	protein_coding	genic	2.90695876156364	0.000397283881093733	present
FBgn0000163	5.10702629537282	430.99990106349	6660.84372586673	protein_coding	genic	3.16604943593735	0.000168209899539679	present
FBgn0000166	0.231911550564435	6.92567	2357	protein_coding	genic	0.10614019283014	0.0996549258511354	absent
FBgn0000173	45.5440225911204	500.99979	868.213082522086	protein_coding	genic	5.33138845543387	1.06096579964654e-08	present
FBgn0000179	0.489587089270215	28.0000071743	4513.86279532239	protein_coding	genic	0.845586870932477	0.0433012681179779	present
FBgn0000180	1.19777934765373	47	3097	protein_coding	genic	1.73096012319697	0.0090850361072473	present
FBgn0000181	633.480438591266	7211	898.426296176473	protein_coding	genic	7.93660254291625	2.26197779478538e-16	present
FBgn0000182	166.198647112916	5987.1038	2843.21349309162	protein_coding	genic	6.61245238733511	4.11482472214111e-12	present
FBgn0000183	10.8497796289803	526.0003	3826.35484373593	protein_coding	genic	3.91175047617627	9.97446723338827e-06	present
FBgn0000206	1.64313154657978	59	2834	protein_coding	genic	2.04380941057114	0.00446010726815335	present
FBgn0000212	3.40583161407891	222.99982	5167.7501482034	protein_coding	genic	2.76512843218137	0.0006193973595955	present
FBgn0000216	0	0	353	protein_coding	genic	NA	1	absent
FBgn0000221	7.82429403217661	126	1271	protein_coding	genic	3.5882341953887	3.6241048854921e-05	present
FBgn0000227	0	0	1173	protein_coding	genic	NA	1	absent
FBgn0000228	2.28111838827739	94.000158034	3252.37733845258	protein_coding	genic	2.36846470794924	0.00194440289582851	present
FBgn0000229	34.8039507204278	601.0001	1362.9068278316	protein_coding	genic	5.06523337389098	4.44025767354741e-08	present
FBgn0000233	0.28648280802283	10	2755	protein_coding	genic	0.315268004903735	0.0819208027296316	absent
FBgn0000239	73.6810978629136	2566.183	2748.85418728864	protein_coding	genic	5.80746067422567	6.90448554158065e-10	present
FBgn0000241	1.12912016104739	33.35873	2331.79042304912	protein_coding	genic	1.67253762857488	0.010278045773264	present
FBgn0000244	1.82309555247648	65	2814	protein_coding	genic	2.14666167999106	0.00346383642831418	present
FBgn0000246	4.9676103797154	152.000329286	2415.0001994888	protein_coding	genic	3.13865576158267	0.000184756268377304	present
FBgn0000247	10.2290272632715	844.827	6518.58926407972	protein_coding	genic	3.85344836962726	1.26780556034109e-05	present
FBgn0000250	26.2620998454367	638.0003	1917.39505437599	protein_coding	genic	4.7865542750915	1.84695707652119e-07	present
FBgn0000251	32.619545952054	965.8650560354	2336.99998983441	protein_coding	genic	5.0010871975782	6.20567912741347e-08	present
FBgn0000253	549.853661819993	8908.9893	1278.79663184987	protein_coding	genic	7.79649488949802	6.92875572205196e-16	present
FBgn0000256	256.247501895696	12069.9982	3717.64343129922	protein_coding	genic	7.04091738481733	2.07892090782178e-13	present
FBgn0000257	5.2195560102997	198	2994	protein_coding	genic	3.18761843491216	0.000156154231285564	present
FBgn0000259	84.3868943556252	1843.9964374839	1724.66695253465	protein_coding	genic	5.94171908451461	3.07027906697229e-10	present
FBgn0000261	207.017625555544	4758	1814	protein_coding	genic	6.82978896730952	9.25711194570348e-13	present
FBgn0000273	5.77158228235331	342.9999	4690.50140002332	protein_coding	genic	3.28710864078781	0.000110186419380993	present
FBgn0000274	163.209820799737	2419.002	1169.79593409139	protein_coding	genic	6.5944919159423	4.64506384564501e-12	present
FBgn0000276	4.9328758506431	10	160	protein_coding	genic	3.13171419565048	0.000189180476347314	present
FBgn0000277	0.448443259149373	1	176	protein_coding	genic	0.758718747773928	0.0487699507707241	present
FBgn0000278	0.962512361101093	3	246	protein_coding	genic	1.51455302245536	0.0141388878073183	present
FBgn0000279	2.66899562933346	7	207	protein_coding	genic	2.52387173753439	0.00126349961184355	present
FBgn0000280	0	0	20.1432	pseudogene	genic	NA	1	absent
FBgn0000281	0	0	34.13	pseudogene	genic	NA	1	absent
FBgn0000283	11.9544143703852	603	3981.15580842719	protein_coding	genic	4.00770067692584	6.67428849196054e-06	present
FBgn0000286	10.4503953318361	488.0009	3685.59891298069	protein_coding	genic	3.87463249803605	1.16243142183177e-05	present
FBgn0000287	57.3022235194744	3070.99825	4229.88210211949	protein_coding	genic	5.55866434613469	2.95922865920833e-09	present
FBgn0000289	21.3918366681095	993.999200383026	3667.39872013902	protein_coding	genic	4.58356790937544	4.97591853342577e-07	present
FBgn0000299	2.10162032871107	156.000000092072	5858.55492653297	protein_coding	genic	2.28736084912546	0.00241386643109222	present
FBgn0000303	0	0	3238.5	protein_coding	genic	NA	1	absent
FBgn0000307	3.82735112916039	305.3755	6297.32419521599	protein_coding	genic	2.88059938978647	0.000432072742281659	present
FBgn0000308	331.563345677242	4101.0055	976.211695679871	protein_coding	genic	7.29591334529172	3.22911508198039e-14	present
FBgn0000316	7.15595856733292	170	1875	protein_coding	genic	3.49987370861025	5.06703459950441e-05	present
FBgn0000317	1.19965735700377	106.000001348	6973.78922426488	protein_coding	genic	1.73250962905641	0.00905499033314426	present
FBgn0000318	282.159287371127	1814.0025	507.415464995075	protein_coding	genic	7.13624306261658	1.04411112611409e-13	present
FBgn0000319	39.4431468596532	2764.00161041226	5530.78661544143	protein_coding	genic	5.18906236298137	2.30074189696845e-08	present
FBgn0000320	15.7078532527317	574	2884.13261082812	protein_coding	genic	4.27792493418934	2.05350714922883e-06	present
