target_id	length	eff_length	est_counts	tpm
FBti0064139-RA	56	26	0	0
FBtr0346717	952	800.741	0	0
FBtr0079891	845	693.741	27	10.1629
FBtr0077956	2701	2549.74	1145	117.262
FBtr0347405	3401	3249.74	0	0
FBtr0347406	2744	2592.74	0	0
FBtr0347403	2371	2219.74	141	16.5869
FBtr0347404	2744	2592.74	0	0
FBti0060585-RA	62	32	0	0
FBtr0304931	2190	2038.74	0	0
FBtr0080956	2066	1914.74	209	28.5026
FBtr0339505	1709	1557.74	11	1.84394
FBtr0091899	413	261.741	0	0
FBti0019203-RA	606	454.741	0	0
FBtr0304384	23	24	0	0
FBti0019836-RA	256	104.815	0	0
FBti0063666-RA	175	27.0305	0	0
FBtr0080163	761	609.741	327.437	140.227
FBtr0340226	807	655.741	39.5626	15.7544
FBtr0080164	798	646.741	0	0
FBtr0114603	2237	2085.74	27.0989	3.39266
FBtr0345720	2361	2209.74	15.9011	1.87904
FBtr0089948	2222	2070.74	0	0
FBtr0329952	2603	2451.74	0	0
FBtr0345735	328	176.763	0	0
FBtr0346484	673	521.741	0	0
FBtr0080853	786	634.741	0	0
FBtr0305564	811	659.741	0	0
FBtr0445729	4048	3896.74	4	0.268045
FBtr0445730	5632	5480.74	0	0
FBtr0445732	2458	2306.74	0	0
FBtr0445731	2385	2233.74	0	0
FBti0061379-RA	112	8.69014	0	0
FBtr0342928	612	460.741	22.8736	12.9637
FBtr0081192	471	319.741	123.126	100.555
FBtr0110839	668	516.741	19	9.6013
FBtr0077903	1436	1284.74	48	9.75606
FBtr0472829	21	22	0	0
FBti0019847-RA	415	263.741	0	0
FBtr0081101	450	298.741	218	190.551
FBtr0080923	1041	889.741	0	0
FBtr0481631	821	669.741	12	4.67868
FBtr0331220	9009	8857.74	1.02204e-05	3.01295e-07
FBtr0331219	2907	2755.74	0	0
FBtr0290295	2768	2616.74	1.35741	0.135457
FBtr0331216	9188	9036.74	0	0
FBtr0301972	783	631.741	0	0
FBtr0331221	8906	8754.74	8.5579	0.255254
FBtr0331218	9186	9034.74	0	0
FBtr0331217	2882	2730.74	0	0
FBtr0331222	763	611.741	3.08468	1.31671
FBtr0344106	1602	1450.74	2.48838	0.447895
FBtr0081205	1742	1590.74	178	29.2193
FBtr0445829	564	412.741	0	0
FBtr0342642	515	363.741	98	70.3531
FBtr0346727	1248	1096.74	0	0
FBtr0337091	4576	4424.74	16.9856	1.0024
FBtr0080874	3796	3644.74	0	0
FBtr0080873	3534	3382.74	29.0144	2.23972
FBtr0301144	2535	2383.74	0	0
FBtr0079204	855	703.741	361	133.95
FBtr0081288	1652	1500.74	47	8.17789
FBtr0473590	1207	1055.74	0	0
FBtr0473589	958	806.741	5	1.6184
FBtr0332223	1704	1552.74	40	6.72682
FBtr0307508	7203	7051.74	226	8.36876
FBtr0336985	1190	1038.74	10	2.51386
FBtr0335173	2868	2716.74	0	0
FBtr0077744	2711	2559.74	1699	173.319
FBtr0332244	1098	946.741	73.9453	20.3952
FBtr0304883	1164	1012.74	23.0547	5.94442
FBtr0081291	538	386.741	37	24.9822
FBtr0332178	621	469.741	0	0
FBtr0079808	916	764.741	0	0
FBtr0343429	871	719.741	22	7.9817
FBtr0343428	1074	922.741	0	0
FBtr0079199	1950	1798.74	631	91.603
FBtr0079306	1921	1769.74	487.894	71.9888
FBtr0079307	2388	2236.74	20.3141	2.37154
FBtr0333346	2397	2245.74	39.19	4.55685
FBtr0332330	1930	1778.74	284.134	41.7119
FBtr0329893	1921	1769.74	487.894	71.9888
FBtr0329892	2923	2771.74	9.57305	0.901876
FBti0019189-RA	1406	1254.74	0.00153055	0.000318525
FBtr0077450	1278	1126.74	37	8.57485
FBtr0335134	1731	1579.74	0	0
FBtr0336865	521	369.741	44.7319	31.5914
FBti0019140-RA	7452	7300.74	0	0
FBtr0343832	671	519.741	7	3.5169
FBtr0081049	953	801.741	3	0.977094
FBtr0301460	4349	4197.74	0	0
FBtr0301461	4276	4124.74	0	0
FBtr0301459	4837	4685.74	0	0
FBtr0081524	4276	4124.74	0	0
FBtr0301462	3830	3678.74	38.9012	2.76129
FBtr0301458	3928	3776.74	0	0
FBtr0301464	4068	3916.74	33.0721	2.20488
FBtr0301463	3832	3680.74	20.6411	1.46435
FBtr0081527	3300	3148.74	35.1462	2.91468
FBtr0301457	4834	4682.74	0	0
FBtr0081525	3837	3685.74	4.23947	0.300355
FBtr0079145	3042	2890.74	3	0.270995
FBtr0333245	3537	3385.74	0	0
FBtr0345955	532	380.741	0	0
FBtr0080763	2304	2152.74	273	33.1146
FBti0063611-RA	250	98.8249	0	0
FBti0060329-RA	63	33	0	0
FBtr0080127	1164	1012.74	76	19.5959
FBtr0304206	21	22	0	0
FBtr0079098	898	746.741	71	24.8278
FBtr0080294	2486	2334.74	4.86404	0.544011
FBtr0080295	2006	1854.74	12.3107	1.73319
FBti0019106-RA	7408	7256.74	0	0
FBtr0336625	1946	1794.74	6.27532	0.913025
FBtr0079803	1660	1508.74	663.725	114.874
FBtr0309631	102	14.2353	0	0
FBtr0305341	1643	1491.74	305	53.3894
FBtr0340559	701	549.741	14	6.64996
FBti0060559-RA	36	6	0	0
FBtr0336960	3139	2987.74	0	0
FBtr0289979	3004	2852.74	0	0
FBtr0336959	2938	2786.74	9	0.843325
FBtr0332480	3446	3294.74	0	0
FBtr0081206	1604	1452.74	44	7.90885
FBti0060884-RA	27	28	0	0
FBti0061564-RA	90	18	0	0
FBtr0079600	4972	4820.74	96	5.20004
FBtr0345784	317	165.763	0	0
FBtr0332519	853	701.741	0	0
FBtr0091619	702	550.741	0	0
FBtr0300341	8276	8124.74	0.365746	0.0117549
FBtr0332322	8254	8102.74	8.63425	0.278254
FBtr0332323	7530	7378.74	0	0
FBtr0091732	36	6	0	0
FBtr0080551	867	715.741	2	0.729665
FBtr0329989	1636	1484.74	28.8299	5.07039
FBtr0080494	1533	1381.74	1957.58	369.949
FBtr0080493	2035	1883.74	549.269	76.14
FBtr0304148	238	86.834	0	0
FBtr0077721	2693	2541.74	11	1.13008
FBtr0077720	2819	2667.74	0	0
FBtr0335151	3050	2898.74	0	0
FBtr0079225	1534	1382.74	205	38.7135
FBtr0079226	922	770.741	0	0
FBtr0079230	2345	2193.74	212.057	25.2416
FBtr0332603	2339	2187.74	0	0
FBtr0080128	538	386.741	0	0
FBti0063416-RA	91	19	0	0
FBtr0342613	493	341.741	21	16.0462
FBtr0445189	3291	3139.74	0	0
FBtr0445188	3337	3185.74	6.25561	0.512753
FBtr0343823	2041	1889.74	14.4255	1.99332
FBtr0081062	1517	1365.74	77.5745	14.832
FBtr0100597	1576	1424.74	6.5032	1.1919
FBtr0081268	1653	1501.74	222.194	38.6356
FBtr0081270	1438	1286.74	26.8997	5.4589
FBtr0081269	1634	1482.74	0	0
FBtr0081267	1457	1305.74	127.403	25.4783
FBtr0332197	2333	2181.74	8.01129	0.958844
FBtr0080052	1516	1364.74	531.989	101.789
FBti0019207-RA	5019	4867.74	0	0
FBti0019831-RA	854	702.741	0	0
FBti0060193-RA	184	34.3648	0	0
FBti0063631-RA	39	9	0	0
FBti0063674-RA	4653	4501.74	0	0
FBtr0472781	22	23	0	0
FBtr0345446	3744	3592.74	0	0
FBtr0079341	3361	3209.74	1	0.081354
FBtr0343711	448	296.741	4	3.51991
FBtr0299968	1397	1245.74	76	15.9307
FBtr0078116	905	753.741	42	14.5504
FBti0019261-RA	1510	1358.74	0	0
FBtr0345962	259	107.815	2	4.84397
FBtr0345685	2463	2311.74	0	0
FBtr0085921	2010	1858.74	28.4501	3.99682
FBtr0305503	2561	2409.74	8.73135	0.94615
FBtr0085923	2027	1875.74	7.01851e-05	9.7706e-06
FBtr0100511	1476	1324.74	15.5779	3.07062
FBtr0085922	1814	1662.74	122.241	19.1973
FBtr0332026	410	258.741	0	0
FBtr0346760	814	662.741	1	0.394008
FBtr0079858	2725	2573.74	176	17.8565
FBtr0079857	2886	2734.74	0	0
FBtr0329824	3020	2868.74	173.329	15.7771
FBtr0080463	1888	1736.74	194.066	29.1786
FBtr0080398	1020	868.741	353	106.104
FBtr0091834	529	377.741	0	0
FBtr0344851	3999	3847.74	39.5156	2.68171
FBtr0080462	4167	4015.74	15.8374	1.02984
FBtr0080461	4912	4760.74	0	0
FBtr0344140	3963	3811.74	307.647	21.0755
FBtr0303909	4960	4808.74	2.57257	0.139697
FBtr0079926	4912	4760.74	0	0
FBtr0335506	9590	9438.74	17.4274	0.482134
FBtr0303908	8557	8405.74	0	0
FBtr0079928	4939	4787.74	0	0
FBtr0089699	761	609.741	397	170.018
FBtr0343734	817	665.741	0	0
FBti0063629-RA	87	15	0	0
FBtr0077980	2729	2577.74	0	0
FBtr0344015	2746	2594.74	67.3959	6.78247
FBtr0304710	2592	2440.74	800.604	85.6535
FBti0060149-RA	196	45.294	0	0
FBtr0100188	1161	1009.74	0	0
FBtr0333408	1655	1503.74	22.9174	3.97962
FBtr0078133	1261	1109.74	247.087	58.1404
FBtr0079946	895	743.741	287.125	100.809
FBtr0343653	1167	1015.74	29.8747	7.68015
FBtr0080020	1623	1471.74	104.457	18.5335
FBtr0304117	1584	1432.74	82.5427	15.0439
FBtr0081381	1038	886.741	1077	317.152
FBtr0343134	4457	4305.74	1.65908	0.100616
FBtr0110785	556	404.741	111.688	72.0575
FBtr0080957	1562	1410.74	7	1.29569
FBtr0079906	382	230.741	4	4.52673
FBtr0330683	419	267.741	0	0
FBti0060159-RA	178	29.383	0	0
FBtr0077884	1184	1032.74	46	11.631
FBtr0077815	2130	1978.74	835	110.191
FBti0063630-RA	185	35.1803	0	0
FBtr0309960	2135	1983.74	0	0
FBtr0080542	2026	1874.74	2	0.278572
FBtr0342712	2026	1874.74	2	0.278572
FBtr0340569	382	230.741	6	6.7901
FBtr0301738	1225	1073.74	2053.5	499.395
FBti0019129-RA	6133	5981.74	6.42169	0.280331
FBtr0343109	1870	1718.74	0	0
FBtr0081097	1873	1721.74	122	18.503
FBtr0110895	3330	3178.74	22	1.80724
FBtr0081476	3417	3265.74	0	0
FBtr0340555	351	199.763	5	6.53588
FBtr0089489	3432	3280.74	97.5178	7.76178
FBtr0089488	4711	4559.74	30.4822	1.74564
FBti0019113-RA	5145	4993.74	88.8441	4.6457
FBtr0080517	1894	1742.74	124.617	18.6721
FBtr0080518	1960	1808.74	972.383	140.382
FBtr0079883	4136	3984.74	8.6039	0.563825
FBtr0300550	1923	1771.74	53.1744	7.83703
FBtr0080358	1071	919.741	29	8.23344
FBtr0304220	22	23	0	0
FBtr0078104	1583	1431.74	31.6407	5.77072
FBtr0330636	1221	1069.74	65.3593	15.9543
FBtr0332598	5982	5830.74	10.1282	0.453584
FBtr0308029	3617	3465.74	4.66048	0.351143
FBtr0333425	2553	2401.74	0	0
FBtr0080259	2148	1996.74	268	35.0479
FBti0063555-RA	366	214.763	0	0
FBtr0332188	3043	2891.74	2	0.180601
FBtr0079786	2070	1918.74	0	0
FBti0019183-RA	5149	4997.74	20.2601	1.05856
FBtr0079099	2487	2335.74	45	5.0308
FBtr0079741	3160	3008.74	175	15.1881
FBtr0307507	2434	2282.74	0	0
FBtr0308578	2379	2227.74	304	35.6334
FBtr0347300	773	621.741	0	0
FBtr0307101	204	53.0679	0	0
FBtr0077917	2227	2075.74	4229	532.002
FBtr0079289	647	495.741	1069.72	563.461
FBtr0273448	718	566.741	0	0
FBtr0345635	1205	1053.74	17.5623	4.35209
FBtr0081376	965	813.741	81.4377	26.1329
FBtr0305552	746	594.741	166.978	73.313
FBtr0343837	1328	1176.74	2.02189	0.448669
